id,name,text,genres,cast_names,year
3193,Kinsey,"Title: Kinsey. Movie: Kinsey. Kinsey. Release year: 2004. Genres: Drama. This is a Drama story. Overview: Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",['Drama'],[],2004
3194,Army of Darkness,"Title: Army of Darkness. Movie: Army of Darkness. Army of Darkness. Release year: 1992. Genres: Fantasy, Horror, Comedy. This is a Fantasy, Horror, Comedy story. Overview: When Ash Williams is accidentally transported to 1300 A.D., he must retrieve the Necronomicon and battle an army of the dead in order to return home.","['Fantasy', 'Horror', 'Comedy']",[],1992
3195,Slackers,"Title: Slackers. Movie: Slackers. Slackers. Release year: 2002. Genres: Comedy, Romance. This is a Comedy, Romance story. Overview: Dave, Sam and Jeff are about to graduate from Holden University with honors in lying, cheating and scheming. The three roommates have proudly scammed their way through the last four years of college and now, during final exams, these big-men-on-campus are about to be busted by the most unlikely dude in school. Self-dubbed Cool Ethan, an ambitious nerd with a bad crush, enters their lives one day and everything begins to unravel.","['Comedy', 'Romance']",[],2002
3196,What's Eating Gilbert Grape,"Title: What's Eating Gilbert Grape. Movie: What's Eating Gilbert Grape. What's Eating Gilbert Grape. Release year: 1993. Genres: Romance, Drama. This is a Romance, Drama story. Overview: A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.","['Romance', 'Drama']",[],1993
3197,The Visual Bible: The Gospel of John,"Title: The Visual Bible: The Gospel of John. Movie: The Visual Bible: The Gospel of John. The Visual Bible: The Gospel of John. Release year: 2003. Genres: Drama, History. This is a Drama, History story. Overview: A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.","['Drama', 'History']",[],2003
3198,Vera Drake,"Title: Vera Drake. Movie: Vera Drake. Vera Drake. Release year: 2004. Genres: Crime, Drama. This is a Crime, Drama story. Overview: Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.","['Crime', 'Drama']",[],2004
3199,The Guru,"Title: The Guru. Movie: The Guru. The Guru. Release year: 2002. Genres: Comedy, Romance. This is a Comedy, Romance story. Overview: Bored with Bollywood movies but fascinated with their Hollywood counterparts from his youth, Ram dreams to become a singer and actor in America, the country where dreams are made. He is encouraged when his American-based close friend, Vijay Rao, comes for visit, and brags about driving a Mercedes and living in a penthouse.","['Comedy', 'Romance']",[],2002
3200,The Perez Family,"Title: The Perez Family. Movie: The Perez Family. The Perez Family. Release year: 1995. Genres: Comedy, Drama, Romance. This is a Comedy, Drama, Romance story. Overview: In the midst of the Mariel boat lift -- a hurried exodus of refugees from Cuba going to America -- an immigration clerk accidentally presumes that dissident Juan Raul Perez and Dorita Evita Perez are married. United by their last name and a mutual resolve to emigrate, Dorita and Juan agree to play along. But it gets complicated when the two begin falling for each other just as Juan reunites with his wife, Carmela, whom he hasn't seen in decades.","['Comedy', 'Drama', 'Romance']",[],1995
3201,Inside Llewyn Davis,"Title: Inside Llewyn Davis. Movie: Inside Llewyn Davis. Inside Llewyn Davis. Release year: 2013. Genres: Drama, Music. This is a Drama, Music story. Overview: A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.","['Drama', 'Music']",[],2013
3202,O,"Title: O. Movie: O. O. Release year: 2001. Genres: Drama, Romance, Thriller. This is a Drama, Romance, Thriller story. Overview: Hot young stars, a hip, driving soundtrack, plus a provocative tale of jealousy and betrayal combine to create this controversial modern-day version of Shakespeare's classic, ""Othello."" O is Odin James (Mekhi Phifer), the school's star basketball player and future NBA hopeful. Even though he's the only black student at the elite Palmetto Grove Academy...","['Drama', 'Romance', 'Thriller']",[],2001
3203,Return to the Blue Lagoon,"Title: Return to the Blue Lagoon. Movie: Return to the Blue Lagoon. Return to the Blue Lagoon. Release year: 1991. Genres: Drama, Adventure, Romance. This is a Drama, Adventure, Romance story. Overview: In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.","['Drama', 'Adventure', 'Romance']",[],1991
3204,The Molly Maguires,"Title: The Molly Maguires. Movie: The Molly Maguires. The Molly Maguires. Release year: 1970. Genres: Drama, History. This is a Drama, History story. Overview: Life is rough in the coal mines of 1876 Pennsylvania. A secret group of Irish emigrant miners, known as the Molly Maguires, fights against the cruelty of the mining company with sabotage and murder. A detective, also an Irish emigrant, is hired to infiltrate the group and report on its members. But on which side do his sympathies lie?","['Drama', 'History']",[],1970
3205,Romance & Cigarettes,"Title: Romance & Cigarettes. Movie: Romance & Cigarettes. Romance & Cigarettes. Release year: 2005. Genres: Comedy, Music, Romance. This is a Comedy, Music, Romance story. Overview: Down-and-dirty musical love story set in the world of the working class. Nick is an ironworker who builds and repairs bridges. He's married to Kitty, a dressmaker, a strong and gentle woman with whom he has three daughters. He is carrying on a torrid affair with a redheaded woman named Tula. Nick is basically a good, hardworking man driven forward by will and blinded by his urges.","['Comedy', 'Music', 'Romance']",[],2005
3206,Copying Beethoven,"Title: Copying Beethoven. Movie: Copying Beethoven. Copying Beethoven. Release year: 2006. Genres: Drama. This is a Drama story. Overview: A fictionalised exploration of Beethoven's life in his final days working on his Ninth Symphony. It is 1824. Beethoven is racing to finish his new symphony. However, it has been years since his last success and he is plagued by deafness, loneliness and personal trauma. A copyist is urgently needed to help the composer. A fictional character is introduced in the form of a young conservatory student and aspiring composer named Anna Holtz. The mercurial Beethoven is skeptical that a woman might become involved in his masterpiece but slowly comes to trust in Anna's assistance and in the end becomes quite fond of her. By the time the piece is performed, her presence in his life is an absolute necessity. Her deep understanding of his work is such that she even corrects mistakes he has made, while her passionate personality opens a door into his private world.",['Drama'],[],2006
3207,Brighton Rock,"Title: Brighton Rock. Movie: Brighton Rock. Brighton Rock. Release year: 2010. Genres: Drama, Thriller, Crime. This is a Drama, Thriller, Crime story. Overview: Charts the headlong fall of Pinkie, a razor-wielding disadvantaged teenager with a religious death wish.","['Drama', 'Thriller', 'Crime']",[],2010
3208,Saw V,"Title: Saw V. Movie: Saw V. Saw V. Release year: 2008. Genres: Horror, Thriller, Crime. This is a Horror, Thriller, Crime story. Overview: Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.","['Horror', 'Thriller', 'Crime']",[],2008
3209,Machine Gun McCain,"Title: Machine Gun McCain. Movie: Machine Gun McCain. Machine Gun McCain. Release year: 1969. Genres: Drama, Action, Thriller, Crime, Foreign. This is a Drama, Action, Thriller, Crime, Foreign story. Overview: After serving 12 years behind bars for armed robbery, tough guy Hank McCain finds himself the pawn of a ruthless mob runt's rebellion against a high level don. When McCain discovers that he's been betrayed and abandoned by his new employer, he retaliates with a high stakes Las Vegas casino heist that erupts into all-out war on the streets of Los Angeles, San Francisco and New York. Not blood, nor lust, nor wedding vows can come between McCain and his money...or his machine gun.","['Drama', 'Action', 'Thriller', 'Crime', 'Foreign']",[],1969
3210,LOL,"Title: LOL. Movie: LOL. LOL. Release year: 2012. Genres: Drama, Comedy, Romance. This is a Drama, Comedy, Romance story. Overview: As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.","['Drama', 'Comedy', 'Romance']",[],2012
3211,Jindabyne,"Title: Jindabyne. Movie: Jindabyne. Jindabyne. Release year: 2006. Genres: Crime, Drama, Mystery, Thriller. This is a Crime, Drama, Mystery, Thriller story. Overview: Stewart Kane, an Irishman living in the Australian town of Jindabyne, is on a fishing trip in isolated hill country with three other men when they discover the body of a murdered girl in the river. Rather than return to the town immediately, they continue fishing and report their gruesome find days later. The story of a murder and a marriage - a film about the things that haunt us.","['Crime', 'Drama', 'Mystery', 'Thriller']",[],2006
3212,Kabhi Alvida Naa Kehna,"Title: Kabhi Alvida Naa Kehna. Movie: Kabhi Alvida Naa Kehna. Kabhi Alvida Naa Kehna. Release year: 2006. Genres: Drama, Romance. This is a Drama, Romance story. Overview: Dev and Maya are both married to different people. Settled into a life of domestic ritual, and convinced that they are happy in their respective relationships, they still yearn for something deeper and more meaningful, which is precisely what they find in each other.","['Drama', 'Romance']",[],2006
3213,An Ideal Husband,"Title: An Ideal Husband. Movie: An Ideal Husband. An Ideal Husband. Release year: 1999. Genres: Drama, Comedy, Romance. This is a Drama, Comedy, Romance story. Overview: Sir Robert Chiltern is a successful Government minister, well-off and with a loving wife. All this is threatened when Mrs Cheveley appears in London with damning evidence of a past misdeed. Sir Robert turns for help to his friend Lord Goring, an apparently idle philanderer and the despair of his father. Goring knows the lady of old, and, for him, takes the whole thing pretty seriously.","['Drama', 'Comedy', 'Romance']",[],1999
